speaker_id,playtime,audio_link
13771,2716,https://www.archive.org/download/hinduism_and_buddhism_1_1912_librivox/hinduismandbuddhism_1_42_eliot.mp3
16884,2710,https://www.archive.org/download/all_about_coffee_2212_librivox/allaboutcoffee_61_ukers.mp3
16714,2708,https://www.archive.org/download/prophetsandkings_2202_librivox/prophetsandkings_17_maurice.mp3
17508,2702,https://www.archive.org/download/womanandlabour_2211_librivox/womanandlabour_10_schreiner.mp3
18618,2680,https://www.archive.org/download/doctors_red_lamp_2312_librivox/doctorsredlamp_26_moulton.mp3
16991,2679,https://www.archive.org/download/spirits_book_2201_librivox/spiritsbook_27_kardec.mp3
12707,2674,https://www.archive.org/download/epics_and_romances_2008_librivox/epicsandromances_03_wagner.mp3
14606,2670,https://www.archive.org/download/memoir1_2203_librivox/papers1_10_jefferson.mp3
17488,2670,https://www.archive.org/download/antislaveryinamerica_2212_librivox/antislaveryinamerica_16_locke.mp3
12955,2646,https://www.archive.org/download/nonfiction067_1907_librivox/snf067_gloriouspredestination_spurgeon_lg.mp3
16248,2642,https://www.archive.org/download/youngersister_2201_librivox/youngersister_31_hubback.mp3
18540,2634,https://www.archive.org/download/snf097_2305_librivox/snf097_crito_plato_tl.mp3
19752,2632,https://www.archive.org/download/landofthechangingsun_2412_librivox/landofthechangingsun_06_harben.mp3
15908,2630,https://www.archive.org/download/ssf077_2104_librivox/ssf077_03_various.mp3
8142,2624,https://www.archive.org/download/lifeofcharlesfinney_2104_librivox/finney_18_hills.mp3
14011,2615,https://www.archive.org/download/solario_2009_librivox/solario_07_bowen.mp3
16330,2608,https://www.archive.org/download/creeds_of_christendom_2111_librivox/creedschristendom_027_various.mp3
18378,2606,https://www.archive.org/download/cambridgemodernhistory5_2307_librivox/cambridgemodernhistory5_32.mp3
14120,2600,https://www.archive.org/download/cambridge_modern_history_01_renaissance_2101_librivox/cambridgemodernhistory1_28_various.mp3
5872,2584,https://www.archive.org/download/smithsonianbulletin240_2103_librivox/smithsonianbulletin240_21_various.mp3
19103,2577,https://www.archive.org/download/firstsirpercy_2406_librivox/firstsirpercy_20_orczy.mp3
13500,2573,https://www.archive.org/download/nonfiction067_1907_librivox/snf067_placeofanarchism_kropotkin_acrt.mp3
15455,2568,https://www.archive.org/download/ssc095_2101_librivox/ss095_20_various.mp3
18652,2567,https://www.archive.org/download/beststories1915_2308_librivox/bestof1915_24_various.mp3
13454,2563,https://www.archive.org/download/historical_mysteries_2002_librivox/historical_mysteries_08_lang.mp3
16944,2561,https://www.archive.org/download/history_of_rome_volume_1_2205_librivox/historyofrome1_23_livy.mp3
18745,2559,https://www.archive.org/download/storyofcoventry_2412_librivox/storyofcoventry_11_harris.mp3
17956,2554,https://www.archive.org/download/ghohor064_2212_librivox/ghohor064_fallofusher_poe_kl.mp3
14947,2553,https://www.archive.org/download/empresses_of_rome_2010_librivox/empressesrome_18_mccabe.mp3
16296,2546,https://www.archive.org/download/spirits_book_2201_librivox/spiritsbook_29_kardec.mp3
15480,2544,https://www.archive.org/download/greaterlifeandworkofchrist_2102_librivox/greaterlifeworkofchrist_09_patterson.mp3
7228,2533,https://www.archive.org/download/dracula_version_5_2012_librivox/dracula_12_stoker.mp3
14649,2528,https://www.archive.org/download/encyclicalsbenedictxv_2010_librivox/encyclicals_02_benedictxv.mp3
16969,2527,https://www.archive.org/download/plattner_story_and_others_2205_librivox/plattnerstory_03_wells.mp3
8211,2522,https://www.archive.org/download/secretdoctrinevol1cosmogenesisp1_2408_librivox/cosmicevolution_01_blavatsky.mp3
17255,2520,https://www.archive.org/download/expositions_psalms_vol_4_76-101_2206_librivox/psalms4_46_augustine.mp3
13827,2514,https://www.archive.org/download/emilyofnewmoon_2007_librivox/emilyofnewmoon_27_montgomery.mp3
18074,2513,https://www.archive.org/download/freeandotherstories_2407_librivox/freeandotherstories_14_dreiser.mp3
13649,2508,https://www.archive.org/download/uncollectedlmmontgomery_2003_librivox/uncollectedlmm_28_montgomery.mp3
19056,2506,https://www.archive.org/download/boytravellersonthecongo_2411_librivox/boytravellerscongo_02_knox.mp3
17061,2502,https://www.archive.org/download/all_about_coffee_2212_librivox/allaboutcoffee_12_ukers.mp3
9458,2502,https://www.archive.org/download/romance_of_mining_2301_librivox/romanceofmining_14_williams.mp3
18789,2501,https://www.archive.org/download/history_greatwar3_2311_librivox/historygreatwar3_11_buchan.mp3
18922,2498,https://www.archive.org/download/buttonedsky_2311_librivox/buttonedsky_04_krepps.mp3
19769,2498,https://www.archive.org/download/spc258_2412_librivox/spc258_beachyhead_pt.mp3
18064,2493,https://www.archive.org/download/eminent_doctors_1_2304_librivox/eminentdoctorsvol1_02_bettany.mp3
8051,2490,https://www.archive.org/download/tinhornsandcalico_2004_librivox/tinhornsandcalico_24_christman.mp3
17715,2479,https://www.archive.org/download/cm6_2211_librivox/cm6_06_mason.mp3
18740,2470,https://www.archive.org/download/ponsoncase_2405_librivox/ponsoncase_01_crofts.mp3
19170,2470,https://www.archive.org/download/youngicewhalers_2403_librivox/youngicewhalers_06_packard.mp3
15995,2467,https://www.archive.org/download/ghohor050_2104_librivox/ghohor050_intheforestsofthenorth_london_bn.mp3
19736,2465,https://www.archive.org/download/medievalcontributions_2412_librivox/medievalmoderncivilisation_21_various.mp3
15880,2462,https://www.archive.org/download/bachelorgirlinburma_2110_librivox/bachelorgirlinburma_15_mitton.mp3
17452,2462,https://www.archive.org/download/skiesandearth_2206_librivox/skiesandearth_06_iles.mp3
7389,2460,https://www.archive.org/download/stonehenge_2111_librivox/stonehenge_01_stukeley.mp3
12532,2460,https://www.archive.org/download/dreamofjohnball_2403_librivox/dreamofjohnball_03_morris.mp3
17186,2460,https://www.archive.org/download/ghohor060_2205_librivox/ghohor060_judgeshouse_stoker_ts.mp3
9059,2459,https://www.archive.org/download/russian_realities_problems_1909_librivox/russianrealitiesandproblems_01_various.mp3
17638,2454,https://www.archive.org/download/autobiography_writers_2210_librivox/writers_06_iles.mp3
17097,2454,https://www.archive.org/download/cambridgemodernhistory4_2301_librivox/cambridgemodernhistory4_23.mp3
12230,2450,https://www.archive.org/download/supreme_cases_1803-2010_1910_librivox/supreme_cases_1803-2010_16_ussc.mp3
16073,2444,https://www.archive.org/download/waning_of_the_middle_ages_2110_librivox/waningofthemiddleages_16_huizinga.mp3
15351,2440,https://www.archive.org/download/rover_01_05_2104_librivox/rover0105_08_various.mp3
14755,2437,https://www.archive.org/download/ghohor045_2011_librivox/ghohor045_legendofsleepyhollow_irving_p1_ejl.mp3
14174,2432,https://www.archive.org/download/ttembarom_2105_librivox/ttembarom_12_burnett.mp3
17835,2429,https://www.archive.org/download/hope_of_happiness_2301_librivox/hopeofhappiness_02_nicholson.mp3
17900,2424,https://www.archive.org/download/sotu_19531963_2302_librivox/stateoftheunion19531963_02_various.mp3
16438,2423,https://www.archive.org/download/ghosts_2108_librivox/ghosts_08_prichard.mp3
36,2410,https://www.archive.org/download/great_men_and_famous_women_vol_3_2207_librivox/greatmenfamouswomen3_01_horne.mp3
16289,2404,https://www.archive.org/download/introductiontoshakespeareapocrypha_2110_librivox/shakespeareapocrypha_07_brooke.mp3
16437,2403,https://www.archive.org/download/modern_magic_2110_librivox/modernmagic_15_scheledevere.mp3
18430,2396,https://www.archive.org/download/diaries_court_ladies_2310_librivox/diariesofcourtladies_01_lowell.mp3
14513,2390,https://www.archive.org/download/ghohor039_2006_librivox/ghohor039_deadfinger_baringgould_df.mp3
14827,2389,https://www.archive.org/download/castle_of_twilight_2103_librivox/castleoftwilight_03_potter.mp3
18388,2386,https://www.archive.org/download/SSF_092_2304_librivox/ssf092_03_various.mp3
7786,2381,https://www.archive.org/download/sasha_2010_librivox/sasha_09_kuprin.mp3
15646,2378,https://www.archive.org/download/ssc_105_2303_librivox/ssc105_09_various.mp3
17431,2376,https://www.archive.org/download/little_journeys_to_the_homes_of_eminent_painters_2207_librivox/littlejourneys_eminentpainters_09_hubbard.mp3
15191,2371,https://www.archive.org/download/black_cat_02_06_2109_librivox/blackcat0206mar1897_1_various.mp3
13534,2370,https://www.archive.org/download/testaments_of_john_davidson_1912_librivox/testaments_08_davidson.mp3
15035,2370,https://www.archive.org/download/ruinsof_nineveh_babylon_2103_librivox/discoveriesnineveh_32_layard.mp3
17712,2369,https://www.archive.org/download/jason_son_of_jason_2211_librivox/jasonsonofjason_04_giesy.mp3
13624,2366,https://www.archive.org/download/at_winters_fire_2006_librivox/wintersfire_01_capes.mp3
18126,2365,https://www.archive.org/download/friendofmarieantoinette_2409_librivox/friendofmarieantoinette_06_barbey.mp3
11529,2364,https://www.archive.org/download/greateventsvol14_2405_librivox/greatevents14_22_horne.mp3
15130,2363,https://www.archive.org/download/falcon_2011_librivox/falcon_05_knight.mp3
17597,2363,https://www.archive.org/download/capturefortwilliammary_2406_librivox/captureoffortwilliamandmary_01_parsons.mp3
17287,2361,https://www.archive.org/download/forgottenman_2208_librivox/forgottenman_03_sumner.mp3
16630,2360,https://www.archive.org/download/ssf_081_2109_librivox/ssf081_16_various.mp3
19540,2360,https://www.archive.org/download/littlenovels_2409_librivox/littlenovels_14_collins.mp3
16449,2358,https://www.archive.org/download/ghohor057_2112_librivox/ghohor057_horrorofheights_conandoyle_nj.mp3
17591,2353,https://www.archive.org/download/cm6_2211_librivox/cm6_07_mason.mp3
14989,2351,https://www.archive.org/download/natural_history_volume_6_2106_librivox/naturalhistoryvolume6_04_pliny.mp3
19175,2346,https://www.archive.org/download/moonendureth_2405_librivox/moonendureth_12_buchan.mp3
16339,2345,https://www.archive.org/download/all_about_coffee_2212_librivox/allaboutcoffee_64_ukers.mp3
16481,2343,https://www.archive.org/download/cresswelljournal_2203_librivox/journal_09_cresswell.mp3
14441,2342,https://www.archive.org/download/nequa_2108_librivox/nequa_13_adams.mp3
18680,2342,https://www.archive.org/download/don_sebastian_3_2401_librivox/donsebastian3_02_porter.mp3
14781,2340,https://www.archive.org/download/great_events_5_2101_librivox/greatevents5_03_horne.mp3
14269,2339,https://www.archive.org/download/born_to_serve_2009_librivox/borntoserve_07_sheldon.mp3
18398,2338,https://www.archive.org/download/outline_2403_librivox/outline_04_gowen.mp3
16621,2336,https://www.archive.org/download/thyrza_2111_librivox/thyrza_26_gissing.mp3
13094,2334,https://www.archive.org/download/newcomes_2201_librivox/newcomes_24_thackeray.mp3
18597,2334,https://www.archive.org/download/outlaw_2310_librivox/outlaw_15_hough.mp3
16725,2334,https://www.archive.org/download/love_stories5_2205_librivox/lovestories5_theladywiththedog_chekhov_zz.mp3
6821,2332,https://www.archive.org/download/feather_2306_librivox/feather_05_ford.mp3
18679,2325,https://www.archive.org/download/bookofdreamsandghosts_2312_librivox/bookofdreamsandghosts_07_lang.mp3
14304,2315,https://www.archive.org/download/born_to_serve_2009_librivox/borntoserve_06_sheldon.mp3
19632,2311,https://www.archive.org/download/banana_2501_librivox/banana_13_fawcett.mp3
16106,2307,https://www.archive.org/download/nightborn_2201_librivox/nightborn_03_london.mp3
15686,2299,https://www.archive.org/download/ssf_079_2106_librivox/ssf_079_17_various.mp3
17688,2297,https://www.archive.org/download/show_boat_2210_librivox/showboat_02_ferber.mp3
13450,2293,https://www.archive.org/download/short_science_fiction_collection_066_1910_librivox/ssf066_11_various.mp3
16787,2290,https://www.archive.org/download/mystery_of_choice_2203_librivox/mysteryofchoice_15_chambers.mp3
15833,2287,https://www.archive.org/download/heart_of_a_dog_2108_librivox/heartofadog_01_terhune.mp3
11049,2286,https://www.archive.org/download/cambridgemodernhistory2_2108_librivox/cambridgemodernhistory2_56.mp3
11667,2285,https://www.archive.org/download/heriotschoice_2110_librivox/heriotschoice_01_carey.mp3
14362,2284,https://www.archive.org/download/short_science_fiction_068_2006_librivox/ssf068_10_various.mp3
1331,2282,https://www.archive.org/download/anglers_hours_2206_librivox/anglershours_05_sheringham.mp3
14157,2278,https://www.archive.org/download/ruinsof_nineveh_babylon_2103_librivox/discoveriesnineveh_24_layard.mp3
14250,2277,https://www.archive.org/download/life_of_a_fossil_hunter_2008_librivox/lifefossilhunter_06_sternberg.mp3
13767,2276,https://www.archive.org/download/romanceanimalworld_2409_librivox/romanceoftheanimalworld_26_selous.mp3
16891,2275,https://www.archive.org/download/forgottenman_2208_librivox/forgottenman_37_sumner.mp3
6249,2274,https://www.archive.org/download/arabiannights13_2301_librivox/arabiannights13_10_anonymous.mp3
12439,2272,https://www.archive.org/download/englishliterature_2007_librivox/englishliterature_08_hodgson.mp3
8772,2266,https://www.archive.org/download/call_cthulhu_2401_librivox/cthulhu_02_lovecraft.mp3
17069,2263,https://www.archive.org/download/sms015_2307_librivox/sms15_01_various.mp3
1179,2256,https://www.archive.org/download/billybray_2401_librivox/billybray_02_bourne.mp3
10350,2253,https://www.archive.org/download/omnilingualversion3_2006_librivox/omnilingual_01_piper.mp3
17828,2252,https://www.archive.org/download/americanheromyths_2306_librivox/americanheromyths_02_brinton.mp3
3699,2249,https://www.archive.org/download/chouans_2212_librivox/chouans_11_balzac.mp3
17961,2247,https://www.archive.org/download/juniorclassicsvolume1fairyandwondertales_2305_librivox/fairyandwondertales_083_patten.mp3
17152,2245,https://www.archive.org/download/houseoflove_2208_librivox/houseoflove_09_cheney.mp3
4856,2242,https://www.archive.org/download/historyofcalifornia_americanperiod_1907_librivox/californiaamericanperiod_08_cleland.mp3
17867,2240,https://www.archive.org/download/worlds_best_literature_14_2301_librivox/worldsbestliterature14_31_various.mp3
15353,2237,https://www.archive.org/download/thrift_2109_librivox/thrift_27_smiles.mp3
4218,2234,https://www.archive.org/download/thirdvoyagejamescookvol1_2408_librivox/thirdvoyageojamescookvol1_02_cook.mp3
17574,2232,https://www.archive.org/download/explorers_2211_librivox/explorers_02_iles.mp3
13770,2230,https://www.archive.org/download/oraclesofnostradamus_2106_librivox/oraclesofnostradamus_02_ward.mp3
4100,2227,https://www.archive.org/download/characters_2502_librivox/characters_08_ferrero.mp3
18406,2226,https://www.archive.org/download/americanstatetrials_vol1_2309_librivox/americanstatetrials1_27_lawson.mp3
18664,2225,https://www.archive.org/download/doctors_red_lamp_2312_librivox/doctorsredlamp_23_moulton.mp3
9867,2223,https://www.archive.org/download/landofthechangingsun_2412_librivox/landofthechangingsun_05_harben.mp3
14426,2222,https://www.archive.org/download/heartofdarkness3_2009_librivox/heartofdarkness_03_conrad.mp3
17639,2221,https://www.archive.org/download/quiettalksonpower_2210_librivox/quiettalksonpower_02_gordon.mp3
6422,2219,https://www.archive.org/download/say_and_seal_2_2112_librivox/sayandseal2_18_warner.mp3
7817,2216,https://www.archive.org/download/all_about_coffee_2212_librivox/allaboutcoffee_15_ukers.mp3
14397,2213,https://www.archive.org/download/olivercromwell_2007_librivox/olivercromwell_11_firth.mp3
16715,2210,https://www.archive.org/download/dead_men_tell_tales_2202_librivox/deadmentelltales_09_rimmer.mp3
11926,2209,https://www.archive.org/download/home_education_vol_ii_parents_1912_librivox/cm2_15_mason.mp3
15525,2204,https://www.archive.org/download/tales_from_ariosto_2103_librivox/talesfromariosto_04_nicholson.mp3
13415,2203,https://www.archive.org/download/hellenic_history_2003_librivox/hellenic_14_botsford.mp3
15816,2201,https://www.archive.org/download/castle_of_twilight_2103_librivox/castleoftwilight_14_potter.mp3
15379,2199,https://www.archive.org/download/spaceshuttle_challengeraccident_2102_librivox/challengeraccident_15_commission.mp3
14576,2196,https://www.archive.org/download/history_american_political_theories_2202_librivox/americanpoliticaltheories_04_merriam.mp3
16378,2194,https://www.archive.org/download/ghohor054_2108_librivox/ghohor054_meetingpsychicalclub_bates_tj.mp3
15064,2193,https://www.archive.org/download/history_of_astronomy_2101_librivox/historyofastronomy_28_bryant.mp3
18574,2187,https://www.archive.org/download/moraviansinjamaica_2410_librivox/moraviansinjamaica_09_buchner.mp3
6506,2186,https://www.archive.org/download/ghosts_2108_librivox/ghosts_02_prichard.mp3
17111,2184,https://www.archive.org/download/birthyugoslavia1_2312_librivox/birthyugoslavia1_17_baerlein.mp3
16186,2184,https://www.archive.org/download/ssf_078_2105_librivox/ssf078_20_various.mp3
